Survived,Pclass,Gender,Age,SibSp,Parch,Fare,Embarked,num_family,title
0,1,male,3,0,0,5.0,S,0,Mr
0,3,male,4,0,0,9.0,S,0,Mr
1,2,female,2,1,0,24.0,C,1,Mrs
1,3,female,1,0,0,7.225,C,0,Miss
0,3,male,1,0,0,9.8458,S,0,Mr
0,3,male,1,0,0,7.8958,S,0,Mr
0,3,male,2,0,0,7.8958,S,0,Mr
1,1,female,5,0,1,83.1583,C,1,Mrs
1,2,female,2,0,1,26.0,S,1,Mrs
0,3,male,3,0,0,7.8958,S,0,Mr
0,3,female,2,0,0,10.5167,S,0,Miss
0,2,male,2,0,0,10.5,S,0,Mr
0,3,male,2,0,0,7.05,S,0,Mr
0,3,female,3,0,5,29.125,Q,5,Mrs
0,2,male,2,0,0,13.0,S,0,others
1,1,female,1,0,0,30.0,S,0,Miss
0,3,female,2,1,2,23.45,S,3,Miss
1,1,male,2,0,0,30.0,C,0,Mr
0,3,male,3,0,0,7.75,Q,0,Mr
0,3,male,3,0,0,7.8292,Q,0,Mr
1,3,female,4,1,0,7.0,S,1,Mrs
0,2,male,6,0,0,9.6875,Q,0,Mr
0,3,male,2,0,0,8.6625,S,0,Mr
1,3,female,2,1,1,12.2875,S,2,Mrs
0,3,male,1,0,0,9.225,S,0,Mr
1,3,female,2,0,0,7.6292,Q,0,Miss
0,2,male,2,1,1,29.0,S,2,Mr
1,3,female,1,0,0,7.2292,C,0,Mrs
0,3,male,2,2,0,24.15,S,2,Mr
0,3,male,2,0,0,7.8958,S,0,Mr
0,1,male,4,0,0,26.0,S,0,Mr
1,1,female,2,1,0,82.2667,S,1,Mrs
0,2,male,6,1,0,26.0,S,1,Mr
1,1,female,4,1,0,61.175,S,1,Mrs
1,2,female,2,1,0,27.7208,C,1,Mrs
0,2,male,3,0,0,12.35,Q,0,Mr
0,3,male,2,0,0,7.225,C,0,Mr
1,3,female,2,1,0,7.925,S,1,Miss
1,3,female,4,0,0,7.225,C,0,Mrs
0,1,male,5,1,0,59.4,C,1,Mr
0,3,male,0,0,1,3.1708,S,1,Master
1,1,female,2,0,0,31.6833,S,0,Mrs
0,1,male,2,0,1,61.3792,C,1,Mr
1,1,female,4,1,3,262.375,C,4,Mrs
0,3,male,4,1,0,14.5,S,1,Mr
1,1,female,2,0,1,61.9792,C,1,Miss
0,3,male,2,0,0,7.225,C,0,Mr
0,1,male,4,0,0,30.5,S,0,Mr
0,3,male,2,2,0,21.6792,C,2,Mr
0,2,male,4,1,0,26.0,S,1,Mr
0,2,male,2,2,0,31.5,S,2,Mr
1,3,female,3,1,2,20.575,S,3,Mrs
1,3,female,2,1,2,23.45,S,3,Mrs
0,1,male,2,1,0,57.75,C,1,Mr
0,3,male,1,0,0,7.2292,C,0,Mr
1,3,female,2,0,0,8.05,S,0,Miss
1,3,female,2,0,0,8.6625,S,0,Miss
0,3,male,2,0,0,9.5,S,0,Mr
0,3,male,2,0,0,56.4958,S,0,Mr
0,3,male,3,0,1,13.4167,C,1,Mr
0,1,male,2,0,0,26.55,S,0,Mr
0,3,male,4,0,0,7.85,S,0,Mr
1,2,female,2,0,0,13.0,S,0,Mrs
1,1,female,4,1,0,52.5542,S,1,Mrs
0,3,male,2,0,0,7.925,S,0,Mr
0,1,male,4,0,0,29.7,C,0,Mr
0,3,male,2,0,0,7.75,Q,0,Mr
1,1,female,5,0,0,76.2917,C,0,Mrs
1,3,female,3,0,2,15.9,S,2,Mrs
0,1,male,2,1,0,60.0,S,1,Mr
0,2,male,2,0,0,15.0333,C,0,Mr
1,2,female,1,2,1,23.0,S,3,Miss
1,1,female,2,3,2,263.0,S,5,Miss
0,2,male,2,0,0,15.5792,C,0,Mr
0,3,male,0,4,1,29.125,Q,5,Master
0,3,male,3,0,0,7.8958,S,0,Mr
0,3,male,2,0,0,7.65,S,0,Mr
0,3,male,2,1,0,16.1,S,1,Mr
1,1,female,3,0,0,262.375,C,0,Miss
0,3,male,1,0,0,7.8958,S,0,Mr
0,2,male,3,0,0,13.5,S,0,Mr
0,3,male,1,0,0,7.75,S,0,Mr
1,3,female,2,0,0,7.725,Q,0,Miss
0,1,male,1,2,2,262.375,C,4,Master
1,2,female,2,0,0,21.0,S,0,Mrs
1,3,female,1,0,0,7.8792,Q,0,Miss
0,1,male,4,0,0,42.4,S,0,Mr
0,1,male,3,0,0,28.5375,C,0,Mr
1,1,female,5,1,4,263.0,S,5,Mrs
1,3,female,2,0,0,7.75,Q,0,Miss
0,3,male,2,0,0,7.8958,S,0,Mr
1,3,female,2,0,0,7.925,S,0,Miss
0,1,male,2,0,0,27.7208,C,0,Mr
1,1,female,3,0,0,211.5,C,0,Miss
0,1,male,3,0,0,211.5,C,0,Mr
0,3,male,2,0,0,8.05,S,0,Mr
1,1,female,5,2,0,25.7,S,2,Mrs
0,2,male,2,0,0,13.0,S,0,Mr
1,3,female,2,0,0,7.75,Q,0,Miss
0,3,male,0,1,1,15.2458,C,2,Master
0,1,male,6,1,0,221.7792,S,1,Mr
0,1,male,4,0,0,26.0,S,0,Mr
0,3,male,2,0,0,7.8958,S,0,Mr
0,2,male,2,0,0,10.7083,Q,0,Mr
0,3,male,2,1,0,14.4542,C,1,Mr
1,3,female,2,0,0,7.8792,Q,0,Miss
1,3,female,1,0,0,8.05,S,0,Miss
1,3,female,2,0,0,7.75,Q,0,others
0,2,male,0,1,1,23.0,S,2,Master
1,3,female,2,1,0,13.9,S,1,Mrs
0,3,male,2,0,0,7.775,S,0,Mr
1,1,female,2,1,2,52.0,S,3,Mrs
0,3,male,2,0,0,8.05,S,0,Mr
0,1,male,2,0,0,26.0,C,0,Mr
0,3,male,2,0,0,7.7958,S,0,Mr
1,1,female,7,1,0,78.85,S,1,Mrs
0,3,male,2,0,0,7.925,S,0,Mr
1,3,female,1,0,0,7.8542,S,0,Miss
0,3,male,3,0,0,8.05,S,0,Mr
1,1,female,4,1,0,55.4417,C,1,Mrs
0,2,male,2,1,0,26.0,S,1,Mr
0,3,male,2,0,0,7.75,Q,0,Mr
0,3,male,2,0,0,7.775,S,0,Mr
1,3,female,1,1,1,8.5167,C,2,Mrs
0,3,male,2,0,0,22.525,S,0,Mr
0,3,male,2,0,0,7.8208,Q,0,Mr
0,3,male,2,0,0,7.75,Q,0,Mr
0,3,male,2,0,0,8.7125,S,0,Mr
0,2,male,1,0,0,13.0,S,0,Mr
0,2,male,4,0,0,15.0458,C,0,Mr
1,3,female,2,0,0,7.7792,Q,0,Miss
1,1,female,3,0,0,31.6792,C,0,Miss
1,3,female,1,0,0,7.2833,Q,0,Miss
1,1,female,6,1,0,221.7792,S,1,Mrs
0,3,male,1,1,0,14.4542,C,1,Mr
0,3,male,2,0,0,6.4375,C,0,Mr
1,3,female,0,1,1,16.7,S,2,Miss
0,1,male,3,0,0,75.2417,C,0,Mr
1,2,female,2,1,0,26.0,S,1,Mrs
1,2,female,1,0,0,15.75,S,0,Miss
0,3,male,2,1,0,7.75,Q,1,Mr
1,1,female,3,1,0,57.75,C,1,Mrs
0,3,male,2,0,0,7.25,S,0,Mr
0,3,male,2,0,0,7.75,Q,0,Mr
1,3,female,1,0,1,16.1,S,1,Miss
0,3,male,2,0,0,7.7958,S,0,Mr
1,3,female,2,2,0,23.25,Q,2,Miss
0,2,male,4,0,0,13.0,S,0,Mr
0,3,male,2,0,0,8.05,S,0,Mr
0,3,male,3,0,0,8.05,S,0,Mr
0,1,male,5,0,0,28.5,C,0,others
1,3,female,2,0,4,25.4667,S,4,Mrs
0,3,male,2,1,0,6.4375,C,1,Mr
0,3,male,4,0,0,7.8958,S,0,Mr
0,3,male,2,0,0,7.8542,S,0,Mr
0,3,male,2,0,0,7.225,C,0,Mr
0,2,male,2,0,0,13.0,S,0,Mr
1,3,female,2,0,0,8.05,S,0,Miss
0,3,male,3,1,6,46.9,S,7,Mr
1,3,female,0,5,2,46.9,S,7,Miss
1,1,female,3,0,0,151.55,S,0,Miss
0,1,male,6,1,3,262.375,C,4,Mr
0,2,male,2,0,0,26.0,S,0,Mr
0,1,male,4,0,0,26.55,S,0,Mr
0,3,male,3,3,0,18.0,S,3,Mr
0,1,male,2,0,0,51.8625,S,0,Mr
0,3,male,2,0,0,8.05,S,0,Mr
0,1,male,2,0,0,26.55,S,0,Mr
0,2,male,2,1,1,26.0,S,2,others
1,1,female,2,0,1,83.1583,C,1,Mrs
0,3,male,2,0,0,7.8958,C,0,Mr
0,3,male,6,0,0,8.0,S,0,Mr
1,3,female,3,0,2,12.1833,S,2,Mrs
0,3,male,1,4,2,31.3875,S,6,Master
0,3,male,2,0,0,7.55,S,0,Mr
1,1,female,2,0,0,221.7792,S,0,Miss
1,3,female,2,0,0,7.8542,S,0,Miss
0,1,male,4,0,0,26.55,S,0,Mr
1,3,female,2,0,2,13.775,S,2,Mrs
1,3,female,2,0,0,7.7333,Q,0,Miss
0,3,male,0,1,1,15.2458,C,2,Master
1,2,female,2,0,0,13.5,S,0,Miss
0,3,male,2,0,0,7.0,S,0,Mr
0,2,male,4,0,0,13.0,S,0,others
1,3,female,2,1,1,22.025,S,2,Mrs
0,1,male,4,0,0,50.4958,C,0,Mr
0,3,male,1,2,2,34.375,S,4,Mr
1,1,female,2,0,0,27.7208,C,0,Mrs
1,3,female,2,0,0,8.9625,S,0,Miss
0,3,male,2,0,0,7.55,S,0,Mr
0,3,male,2,0,0,7.225,C,0,Mr
0,3,male,2,1,0,13.9,S,1,Mr
0,3,male,2,0,0,7.2292,C,0,Mr
0,3,male,3,1,5,31.3875,S,6,Mr
1,2,female,1,0,2,39.0,S,2,Miss
1,2,female,1,0,0,36.75,S,0,Miss
0,1,male,5,1,0,55.4417,C,1,Mr
1,2,female,3,0,3,39.0,S,3,Mrs
1,1,female,6,0,2,83.1583,C,2,Mrs
0,2,male,2,0,0,13.0,S,0,Mr
0,1,male,3,1,1,83.1583,C,2,Mr
1,1,female,1,1,0,53.1,S,1,Mrs
0,3,male,2,0,0,7.75,Q,0,Mr
1,1,female,2,1,1,247.5208,C,2,Mrs
0,2,male,3,0,0,16.0,S,0,Mr
1,2,female,2,0,1,21.0,S,1,Miss
0,3,male,1,2,0,8.05,S,2,Mr
1,3,female,2,8,2,69.55,S,10,Miss
0,2,male,3,0,0,13.0,S,0,Mr
0,2,male,3,1,0,26.0,S,1,Mr
0,1,male,2,0,0,26.0,S,0,Mr
0,3,male,1,1,1,14.5,S,2,Master
0,2,male,6,0,0,12.35,Q,0,Mr
0,2,male,0,0,2,32.5,S,2,Master
0,3,male,3,0,0,7.8542,S,0,Mr
0,1,male,0,0,2,134.5,C,2,Master
1,3,female,1,0,0,7.775,S,0,Miss
0,2,male,2,0,0,10.5,S,0,Mr
1,3,female,2,0,0,8.1125,S,0,Mrs
1,3,female,2,0,0,15.5,Q,0,Miss
0,3,male,0,0,2,14.4,S,2,Master
0,1,male,4,1,0,227.525,C,1,others
1,2,female,0,1,1,26.0,S,2,Miss
0,2,male,2,0,0,10.5,S,0,Mr
0,1,male,2,0,0,25.7417,C,0,Mr
1,3,female,3,0,0,7.75,Q,0,Miss
0,2,male,2,0,0,10.5,S,0,Mr
1,1,female,3,0,0,27.7208,C,0,Miss
0,3,male,2,0,0,7.8958,S,0,Mr
0,3,male,3,0,0,22.525,S,0,Mr
0,3,male,2,0,0,7.05,S,0,Mr
0,2,male,1,0,0,73.5,S,0,Mr
1,2,female,5,1,0,26.0,S,1,Mrs
1,3,female,3,4,2,7.775,S,6,Miss
0,1,male,4,0,0,42.5,S,0,Mr
1,3,female,2,0,0,7.8792,Q,0,Miss
0,1,male,5,1,1,164.8667,S,2,Mr
1,1,female,4,1,1,211.5,C,2,Mrs
0,3,male,2,0,0,8.05,S,0,Mr
1,2,female,2,1,0,13.8583,C,1,Miss
0,3,male,2,0,0,8.05,S,0,Mr
1,2,female,2,0,0,10.5,S,0,Mrs
0,3,male,2,0,0,7.7958,S,0,Mr
1,1,female,5,0,0,27.4458,C,0,Mrs
1,3,female,2,0,2,15.2458,C,2,Mrs
0,3,male,2,0,0,7.7958,S,0,Mr
1,3,female,2,0,0,7.75,Q,0,Miss
0,3,male,4,0,0,15.1,S,0,Mr
0,2,male,3,0,0,13.0,S,0,Mr
0,2,male,1,0,0,65.0,S,0,Mr
1,1,female,2,0,0,26.55,S,0,Miss
0,3,male,2,1,0,6.4958,S,1,Mr
0,3,male,2,0,0,7.8792,Q,0,Mr
0,1,male,3,1,0,71.2833,C,1,Mr
0,3,male,1,0,0,7.8542,S,0,Mr
0,1,male,6,1,0,75.25,C,1,Mr
0,3,male,1,0,0,7.225,C,0,Mr
1,2,female,1,1,1,13.0,S,2,Miss
1,1,female,4,1,0,106.425,C,1,Mrs
1,1,female,5,0,0,27.7208,C,0,Mrs
1,2,female,4,0,2,30.0,S,2,Mrs
0,1,male,4,1,1,134.5,C,2,Mr
0,3,male,2,0,0,7.8875,S,0,Mr
0,3,male,2,1,2,23.45,S,3,Master
0,1,male,4,1,0,51.8625,S,1,Mr
1,2,female,2,0,0,21.0,S,0,Mrs
0,2,male,4,1,1,32.5,S,2,Mr
1,2,female,2,1,0,26.0,S,1,Mrs
1,3,female,2,1,0,14.4542,C,1,Mrs
1,2,female,0,1,2,27.75,S,3,Miss
0,3,male,1,0,0,7.925,S,0,Mr
0,1,male,2,1,0,136.7792,C,1,Mr
0,3,male,2,0,0,9.325,S,0,Mr
0,3,male,3,0,0,9.5,S,0,Mr
0,3,male,2,0,0,7.55,S,0,Mr
0,3,male,2,0,0,7.75,Q,0,Mr
0,3,male,2,0,0,8.05,S,0,Mr
1,2,female,1,0,0,13.0,S,0,Miss
0,3,male,2,0,0,7.775,S,0,Mr
0,3,male,3,1,0,17.4,S,1,Mr
0,3,male,2,0,0,7.8542,S,0,Mr
1,2,female,2,0,2,23.0,S,2,Mrs
1,3,female,0,1,1,12.1833,S,2,Miss
0,2,male,2,0,0,12.7375,C,0,Mr
0,3,male,2,0,0,7.8958,S,0,Mr
0,1,male,2,0,0,0.0,S,0,Mr
0,3,male,2,0,0,7.55,S,0,Mr
1,3,female,2,0,0,8.05,S,0,Miss
0,3,male,1,0,0,8.6625,S,0,Mr
0,1,male,4,0,0,75.2417,C,0,Mr
0,3,male,2,0,0,7.75,Q,0,Mr
1,1,female,2,1,0,136.7792,C,1,Mrs
1,3,female,2,1,0,15.5,Q,1,Miss
0,3,male,2,0,0,7.225,C,0,Mr
1,2,female,1,1,0,26.0,S,1,Miss
0,2,male,2,0,0,10.5,S,0,Mr
0,2,male,3,1,0,26.0,S,1,Mr
0,2,male,2,1,0,21.0,S,1,Mr
0,2,male,2,0,0,10.5,S,0,Mr
1,3,female,2,0,0,8.6625,S,0,Miss
0,3,male,0,1,1,13.775,S,2,Master
1,3,female,2,0,0,7.75,Q,0,Miss
1,3,female,0,1,1,15.2458,C,2,Miss
1,3,female,0,1,1,20.2125,S,2,Miss
0,3,male,3,0,0,7.25,S,0,Mr
0,3,male,2,0,0,7.25,S,0,Mr
0,1,male,2,1,0,82.2667,S,1,Mr
0,3,male,2,0,0,7.2292,C,0,Mr
0,3,male,2,0,0,8.05,S,0,Mr
0,1,male,2,0,0,39.6,S,0,Mr
1,3,female,2,0,0,6.95,Q,0,Miss
0,3,male,2,0,0,7.2292,C,0,Mr
0,1,male,5,1,1,81.8583,S,2,others
0,3,male,3,0,0,9.5,S,0,Mr
0,3,male,2,0,0,7.8958,S,0,Mr
1,2,female,0,1,2,41.5792,C,3,Miss
0,3,male,2,2,0,21.6792,C,2,Mr
0,1,male,2,0,0,45.5,S,0,Mr
0,3,male,2,0,0,7.8542,S,0,Mr
0,3,male,3,0,0,7.775,S,0,Mr
0,2,male,2,0,0,15.0458,C,0,Mr
0,2,male,4,0,1,21.0,S,1,Mr
0,3,male,2,0,0,8.6625,S,0,Mr
1,3,female,2,0,0,7.75,Q,0,Miss
1,1,female,6,1,1,26.55,S,2,Mrs
0,1,male,2,1,2,151.55,S,3,Mr
0,3,male,0,0,1,9.35,S,1,Master
0,1,male,5,1,1,93.5,S,2,Mr
1,3,female,4,1,0,14.1083,S,1,Mrs
0,3,male,1,0,0,8.6625,S,0,Mr
0,3,male,2,0,0,7.225,C,0,Mr
0,3,male,2,0,0,7.575,S,0,Mr
1,3,female,3,0,0,7.75,Q,0,Miss
1,1,female,5,0,0,135.6333,C,0,Mrs
1,3,female,1,0,0,7.7333,Q,0,Miss
0,1,male,5,1,0,146.5208,C,1,Mr
0,2,male,1,0,0,10.5,S,0,Mr
0,3,male,2,0,0,7.8542,S,0,Mr
0,2,male,2,2,0,31.5,S,2,Mr
0,3,male,2,0,0,7.775,S,0,Mr
0,3,male,2,0,0,7.2292,C,0,Mr
0,2,male,2,0,0,13.0,S,0,Mr
0,1,male,3,0,0,26.55,S,0,Mr
1,1,female,3,0,0,211.3375,S,0,Miss
0,3,male,2,0,0,7.05,S,0,Mr
1,2,female,1,2,1,39.0,S,3,Miss
0,1,male,4,0,0,79.2,C,0,Mr
0,2,male,2,1,0,26.0,S,1,Mr
0,2,male,2,0,0,13.0,S,0,Mr
1,2,female,4,0,2,36.75,S,2,Mrs
0,1,male,3,0,0,29.7,C,0,Mr
0,3,male,2,0,0,7.225,C,0,Mr
1,3,female,1,1,1,15.7417,C,2,Mrs
0,3,male,2,0,0,7.8958,S,0,Mr
0,1,male,2,0,0,26.0,S,0,Mr
0,2,male,3,0,0,13.0,S,0,Mr
0,3,male,3,0,2,7.2292,C,2,Mr
0,2,male,2,0,0,31.5,S,0,Mr
0,3,male,2,0,0,7.2292,C,0,Master
0,2,male,1,0,0,10.5,S,0,Mr
0,3,male,3,0,0,7.5792,S,0,Mr
0,3,male,2,1,9,69.55,S,10,Mr
1,1,female,5,0,1,512.3292,C,1,Mrs
0,3,male,2,1,1,14.5,S,2,Master
1,3,female,1,0,0,7.65,S,0,Miss
0,2,male,2,0,0,13.0,S,0,Mr
1,3,female,3,0,0,7.2292,C,0,Mrs
0,2,male,2,0,0,13.5,S,0,Mr
1,2,female,3,0,0,21.0,S,0,Miss
1,1,female,4,0,1,63.3583,C,1,Mrs
0,2,male,2,0,0,10.5,S,0,Mr
0,2,male,1,0,0,73.5,S,0,Mr
0,2,male,4,1,2,65.0,S,3,Mr
1,3,female,0,1,2,20.575,S,3,Miss
0,1,male,4,0,0,26.0,S,0,Mr
1,1,female,5,2,0,51.4792,S,2,Mrs
0,3,male,2,0,0,7.8792,S,0,Mr
0,3,male,2,0,0,7.75,Q,0,Mr
1,3,female,2,1,0,15.55,S,1,Mrs
0,3,male,1,8,2,69.55,S,10,Master
1,2,female,2,1,1,37.0042,C,2,Mrs
1,2,female,3,0,0,21.0,S,0,Mrs
0,3,male,2,0,0,8.6625,S,0,Mr
1,1,female,2,1,0,55.4417,C,1,Mrs
1,3,female,2,1,9,69.55,S,10,Mrs
0,3,male,2,1,0,14.4583,C,1,Mr
1,3,female,2,0,0,39.6875,S,0,Miss
1,1,female,4,0,1,59.4,C,1,Mrs
0,2,male,2,0,0,13.8583,C,0,Mr
0,2,male,2,1,0,11.5,S,1,Mr
1,1,female,3,0,0,134.5,C,0,Miss
0,1,male,4,0,0,0.0,S,0,Mr
0,2,male,4,0,0,13.0,S,0,Mr
1,1,female,5,1,1,81.8583,S,2,Mrs
1,1,female,4,0,0,262.375,C,0,Miss
1,3,female,2,2,0,8.6625,S,2,Miss
0,2,male,2,0,0,11.5,S,0,Mr
0,1,male,5,0,0,50.0,S,0,Mr
0,3,male,0,4,2,31.3875,S,6,Master
0,3,male,2,0,0,7.75,Q,0,Mr
0,3,male,2,0,0,7.8792,Q,0,Mr
1,3,female,2,0,0,14.5,S,0,Mrs
1,3,female,1,1,0,16.1,S,1,Mrs
0,2,male,2,0,0,12.875,S,0,Mr
1,2,female,2,1,2,65.0,S,3,Miss
0,3,male,2,0,0,7.775,S,0,Mr
0,2,male,5,0,0,13.0,S,0,Mr
0,3,male,2,0,0,7.75,Q,0,Mr
0,3,male,0,3,1,21.075,S,4,Master
0,1,male,2,0,0,93.5,S,0,Mr
1,1,female,5,0,1,39.4,S,1,Mrs
0,3,male,1,0,2,20.25,S,2,Master
0,2,male,4,0,0,10.5,S,0,Mr
0,3,male,2,3,1,22.025,S,4,Mr
1,1,female,1,1,0,60.0,S,1,Mrs
0,3,male,2,0,0,7.25,Q,0,Mr
1,1,female,4,1,1,79.2,C,2,Mrs
0,3,male,2,0,0,7.775,S,0,Mr
0,3,male,3,0,0,7.7333,Q,0,Mr
1,1,female,2,0,0,164.8667,S,0,Miss
0,2,male,3,1,0,21.0,S,1,Mr
1,1,female,2,0,1,59.4,C,1,Miss
0,1,male,1,0,0,47.1,S,0,Mr
0,1,male,4,1,0,27.7208,C,1,Mr
0,2,male,1,0,0,13.8625,C,0,Mr
0,2,male,2,1,0,10.5,S,1,Mr
0,1,male,4,1,1,211.5,C,2,Mr
1,3,female,2,0,0,7.7208,Q,0,Miss
1,3,female,0,1,1,13.775,S,2,Miss
1,3,female,2,0,0,7.75,Q,0,Miss
1,1,female,3,1,0,90.0,Q,1,Mrs
1,3,female,2,0,0,7.775,S,0,Miss
0,3,male,2,0,0,8.05,S,0,Mr
1,1,female,3,0,0,108.9,C,0,others
0,3,male,3,0,0,7.25,S,0,Mr
0,3,male,2,0,0,8.05,S,0,Mr
0,3,male,2,1,1,22.3583,C,2,Master
